category,rank,asin,bestseller_title,bestseller_url,captured_at,audit_reason,marketplace_listing_id,marketplace_category,marketplace_cpk,marketplace_cpk_identity_category,marketplace_title
case,98,B07ZP46RNR,"Noctua NF-A20 PWM chromax.black.swap, High-Performance Quiet Fan 200mm | High Airflow, Low Noise, 30mm Thick Fan, for PC and",https://www.amazon.co.uk/Noctua-NF-A20-chromax-black-swap-Premium-200x30mm/dp/B07ZP46RNR/ref=zg_bs_g_430498031_d_sccl_98/525-2893768-2677554,2026-09-25 12:58:30.007419,No exact ASIN listing found in current Amazon marketplace scores,,,,,
cooler,2,B07L9BDY3T,"ARCTIC MX-4 (4 g) - Premium Performance Thermal Paste for all processors (CPU, GPU - PC, PS4, XBOX), very high thermal conduc",https://www.amazon.co.uk/ARCTIC-MX-4-2019-Performance-Durability/dp/B07L9BDY3T/ref=zg_bs_g_430499031_d_sccl_2/524-3698123-6031407,2026-09-25 11:38:26.332880,Existing CPK identity category conflicts with bestseller category,B07L9BDY3T,cpu,b7f1f27b6dfc81b7,cpu,"ARCTIC MX-4 (4 g) - Premium Performance Thermal Paste for all processors (CPU, GPU - PC, PS4, XBOX), very high thermal conductivity, long durability, safe application, non-conductive, non-capacitive"
cooler,2,B07L9BDY3T,"ARCTIC MX-4 (4 g) - Premium Performance Thermal Paste for all processors (CPU, GPU - PC, PS4, XBOX), very high thermal conduc",https://www.amazon.co.uk/ARCTIC-MX-4-2019-Performance-Durability/dp/B07L9BDY3T/ref=zg_bs_g_430499031_d_sccl_2/525-2893768-2677554,2026-09-25 12:57:51.160716,Existing CPK identity category conflicts with bestseller category,B07L9BDY3T,cpu,b7f1f27b6dfc81b7,cpu,"ARCTIC MX-4 (4 g) - Premium Performance Thermal Paste for all processors (CPU, GPU - PC, PS4, XBOX), very high thermal conductivity, long durability, safe application, non-conductive, non-capacitive"
cooler,3,B09NLXSP4S,BSFF Thermal Paste CPU 5.5g with Toolkit for CPU GPU IC and Heatsinks | Carbon Based High Performance; CPU/GPU Compatible; Ea,https://www.amazon.co.uk/BSFF-Compound-Heatsink-Processor-Performance/dp/B09NLXSP4S/ref=zg_bs_g_430499031_d_sccl_3/524-3698123-6031407,2026-09-25 11:38:26.332881,No exact ASIN listing found in current Amazon marketplace scores,,,,,
cooler,3,B09NLXSP4S,BSFF Thermal Paste CPU 5.5g with Toolkit for CPU GPU IC and Heatsinks | Carbon Based High Performance; CPU/GPU Compatible; Ea,https://www.amazon.co.uk/BSFF-Compound-Heatsink-Processor-Performance/dp/B09NLXSP4S/ref=zg_bs_g_430499031_d_sccl_3/525-2893768-2677554,2026-09-25 12:57:51.160717,No exact ASIN listing found in current Amazon marketplace scores,,,,,
cooler,4,B09VDLH5M6,"ARCTIC MX-6 (8 g) - Ultimate Performance Thermal Paste for CPU, consoles, graphics cards, laptops, very high thermal conducti",https://www.amazon.co.uk/ARCTIC-MX-6-conductivity-non-conductive-non-capacitive/dp/B09VDLH5M6/ref=zg_bs_g_430499031_d_sccl_4/524-3698123-6031407,2026-09-25 11:38:26.332882,No exact ASIN listing found in current Amazon marketplace scores,,,,,
cooler,4,B09VDLH5M6,"ARCTIC MX-6 (8 g) - Ultimate Performance Thermal Paste for CPU, consoles, graphics cards, laptops, very high thermal conducti",https://www.amazon.co.uk/ARCTIC-MX-6-conductivity-non-conductive-non-capacitive/dp/B09VDLH5M6/ref=zg_bs_g_430499031_d_sccl_4/525-2893768-2677554,2026-09-25 12:57:51.160718,No exact ASIN listing found in current Amazon marketplace scores,,,,,
cooler,6,B0BPFYQ7JW,"Thermalright TL-C12C CPU Fan 120mm Case Cooler, 4pin PWM Silent Computer Cooling with S-FDB Bearing Included, up to 1550RPM c",https://www.amazon.co.uk/Thermalright-TL-C12C-Computer-Included-quantities%EF%BC%89/dp/B0BPFYQ7JW/ref=zg_bs_g_430499031_d_sccl_6/524-3698123-6031407,2026-09-25 11:38:26.332883,Existing CPK identity category conflicts with bestseller category,B0BPFYQ7JW,fan,cb62d1543b1fcb58,fan,"Thermalright TL-C12C CPU Fan 120mm Case Cooler, 4pin PWM Silent Computer Cooling with S-FDB Bearing Included, up to 1550RPM cooling fan（3 quantities）"
cooler,6,B0BPFYQ7JW,"Thermalright TL-C12C CPU Fan 120mm Case Cooler, 4pin PWM Silent Computer Cooling with S-FDB Bearing Included, up to 1550RPM c",https://www.amazon.co.uk/Thermalright-TL-C12C-Computer-Included-quantities%EF%BC%89/dp/B0BPFYQ7JW/ref=zg_bs_g_430499031_d_sccl_6/525-2893768-2677554,2026-09-25 12:57:51.160720,Existing CPK identity category conflicts with bestseller category,B0BPFYQ7JW,fan,cb62d1543b1fcb58,fan,"Thermalright TL-C12C CPU Fan 120mm Case Cooler, 4pin PWM Silent Computer Cooling with S-FDB Bearing Included, up to 1550RPM cooling fan（3 quantities）"
cooler,8,B07LF66ZSV,"ARCTIC MX-4 (8 g) - Premium Performance Thermal Paste for all processors (CPU, GPU - PC, PS4, XBOX), very high thermal conduc",https://www.amazon.co.uk/ARCTIC-MX-4-2019-Performance-Durability/dp/B07LF66ZSV/ref=zg_bs_g_430499031_d_sccl_8/524-3698123-6031407,2026-09-25 11:38:26.332885,"Exact Amazon listing exists, but it has no durable CPK assignment",B07LF66ZSV,,,,"ARCTIC MX-4 (8 g) - Premium Performance Thermal Paste for all processors (CPU, GPU - PC, PS4, XBOX), very high thermal conductivity, long durability, safe application, non-conductive, non-capacitive"
cooler,8,B07LF66ZSV,"ARCTIC MX-4 (8 g) - Premium Performance Thermal Paste for all processors (CPU, GPU - PC, PS4, XBOX), very high thermal conduc",https://www.amazon.co.uk/ARCTIC-MX-4-2019-Performance-Durability/dp/B07LF66ZSV/ref=zg_bs_g_430499031_d_sccl_8/525-2893768-2677554,2026-09-25 12:57:51.160723,"Exact Amazon listing exists, but it has no durable CPK assignment",B07LF66ZSV,,,,"ARCTIC MX-4 (8 g) - Premium Performance Thermal Paste for all processors (CPU, GPU - PC, PS4, XBOX), very high thermal conductivity, long durability, safe application, non-conductive, non-capacitive"
cooler,11,B09VDPWH6T,"ARCTIC MX-6 (2 g) - Ultimate Performance Thermal Paste for CPU, consoles, graphics cards, laptops, very high thermal conducti",https://www.amazon.co.uk/ARCTIC-MX-6-conductivity-non-conductive-non-capacitive/dp/B09VDPWH6T/ref=zg_bs_g_430499031_d_sccl_11/524-3698123-6031407,2026-09-25 11:38:26.332887,No exact ASIN listing found in current Amazon marketplace scores,,,,,
cooler,11,B09VDPWH6T,"ARCTIC MX-6 (2 g) - Ultimate Performance Thermal Paste for CPU, consoles, graphics cards, laptops, very high thermal conducti",https://www.amazon.co.uk/ARCTIC-MX-6-conductivity-non-conductive-non-capacitive/dp/B09VDPWH6T/ref=zg_bs_g_430499031_d_sccl_11/525-2893768-2677554,2026-09-25 12:57:51.160726,No exact ASIN listing found in current Amazon marketplace scores,,,,,
cooler,12,B0DWSN51B1,"TR-AssassinX120 SE ARGB WHITE CPU Air Cooler, 4 Heat Pipes, TL-C12CW-S PWM Quiet Fan CPU Cooler With S-FDB Bearing, For AMD A",https://www.amazon.co.uk/TR-AssassinX120-SE-WHITE-TL-C12CW-S-Bearing/dp/B0DWSN51B1/ref=zg_bs_g_430499031_d_sccl_12/524-3698123-6031407,2026-09-25 11:38:26.332887,No exact ASIN listing found in current Amazon marketplace scores,,,,,
cooler,12,B0DWSN51B1,"TR-AssassinX120 SE ARGB WHITE CPU Air Cooler, 4 Heat Pipes, TL-C12CW-S PWM Quiet Fan CPU Cooler With S-FDB Bearing, For AMD A",https://www.amazon.co.uk/TR-AssassinX120-SE-WHITE-TL-C12CW-S-Bearing/dp/B0DWSN51B1/ref=zg_bs_g_430499031_d_sccl_12/525-2893768-2677554,2026-09-25 12:57:51.160728,No exact ASIN listing found in current Amazon marketplace scores,,,,,
cooler,13,B0DLWFCVSD,"ARCTIC Liquid Freezer III Pro 360 A-RGB - AIO CPU Cooler, 3 x 120 mm Water Cooling, 38 mm Radiator, PWM Pump, VRM Fan, AMD AM",https://www.amazon.co.uk/ARCTIC-Liquid-Freezer-III-RGB/dp/B0DLWFCVSD/ref=zg_bs_g_430499031_d_sccl_13/524-3698123-6031407,2026-09-25 11:38:26.332888,No exact ASIN listing found in current Amazon marketplace scores,,,,,
cooler,13,B0DLWFCVSD,"ARCTIC Liquid Freezer III Pro 360 A-RGB - AIO CPU Cooler, 3 x 120 mm Water Cooling, 38 mm Radiator, PWM Pump, VRM Fan, AMD AM",https://www.amazon.co.uk/ARCTIC-Liquid-Freezer-III-RGB/dp/B0DLWFCVSD/ref=zg_bs_g_430499031_d_sccl_13/525-2893768-2677554,2026-09-25 12:57:51.160729,No exact ASIN listing found in current Amazon marketplace scores,,,,,
cooler,14,B0795DP124,"ARCTIC MX-4 (incl. Spatula, 4 g) - Premium Performance Thermal Paste for all processors (CPU, GPU - PC, PS4, XBOX), very high",https://www.amazon.co.uk/ARCTIC-MX-4-Compound-Performance-Interface/dp/B0795DP124/ref=zg_bs_g_430499031_d_sccl_14/524-3698123-6031407,2026-09-25 11:38:26.332889,"Exact Amazon listing exists, but it has no durable CPK assignment",B0795DP124,,,,"ARCTIC MX-4 (incl. Spatula, 4 g) - Premium Performance Thermal Paste for all processors (CPU, GPU - PC, PS4, XBOX), very high thermal conductivity, long durability, safe application, non-conductive"
cooler,14,B0795DP124,"ARCTIC MX-4 (incl. Spatula, 4 g) - Premium Performance Thermal Paste for all processors (CPU, GPU - PC, PS4, XBOX), very high",https://www.amazon.co.uk/ARCTIC-MX-4-Compound-Performance-Interface/dp/B0795DP124/ref=zg_bs_g_430499031_d_sccl_14/525-2893768-2677554,2026-09-25 12:57:51.160730,"Exact Amazon listing exists, but it has no durable CPK assignment",B0795DP124,,,,"ARCTIC MX-4 (incl. Spatula, 4 g) - Premium Performance Thermal Paste for all processors (CPU, GPU - PC, PS4, XBOX), very high thermal conductivity, long durability, safe application, non-conductive"
cooler,15,B0BPCMWDCH,"Thermalright Frozen Notte 240 Black ARGB V2 Water Cooling CPU Cooler, 240 Black CPU Cooler Specifications, 2 PWM Fans, S-FDB",https://www.amazon.co.uk/Thermalright-Cooling-Specifications-Bearings-Suitable/dp/B0BPCMWDCH/ref=zg_bs_g_430499031_d_sccl_15/524-3698123-6031407,2026-09-25 11:38:26.332889,No exact ASIN listing found in current Amazon marketplace scores,,,,,
cooler,15,B0BPCMWDCH,"Thermalright Frozen Notte 240 Black ARGB V2 Water Cooling CPU Cooler, 240 Black CPU Cooler Specifications, 2 PWM Fans, S-FDB",https://www.amazon.co.uk/Thermalright-Cooling-Specifications-Bearings-Suitable/dp/B0BPCMWDCH/ref=zg_bs_g_430499031_d_sccl_15/525-2893768-2677554,2026-09-25 12:57:51.160731,No exact ASIN listing found in current Amazon marketplace scores,,,,,
cooler,16,B087FY5CNT,ARCTIC Case Fan Hub - 10-fold PWM Fan Distributor with SATA Power - Black,https://www.amazon.co.uk/ARCTIC-Pro-Gen-Ultrawide-Adjustment/dp/B087FY5CNT/ref=zg_bs_g_430499031_d_sccl_16/524-3698123-6031407,2026-09-25 11:38:26.332890,No exact ASIN listing found in current Amazon marketplace scores,,,,,
cooler,16,B087FY5CNT,ARCTIC Case Fan Hub - 10-fold PWM Fan Distributor with SATA Power - Black,https://www.amazon.co.uk/ARCTIC-Pro-Gen-Ultrawide-Adjustment/dp/B087FY5CNT/ref=zg_bs_g_430499031_d_sccl_16/525-2893768-2677554,2026-09-25 12:57:51.160732,No exact ASIN listing found in current Amazon marketplace scores,,,,,
cooler,17,B0D49PNMBD,CORSAIR RS120 ARGB 120mm PWM Fans – Daisy-Chain Connection – Low-Noise – Magnetic Dome Bearing – Triple Pack – White,https://www.amazon.co.uk/Corsair-RS120-ARGB-120mm-Fans/dp/B0D49PNMBD/ref=zg_bs_g_430499031_d_sccl_17/524-3698123-6031407,2026-09-25 11:38:26.332891,No exact ASIN listing found in current Amazon marketplace scores,,,,,
cooler,17,B0D49PNMBD,CORSAIR RS120 ARGB 120mm PWM Fans – Daisy-Chain Connection – Low-Noise – Magnetic Dome Bearing – Triple Pack – White,https://www.amazon.co.uk/Corsair-RS120-ARGB-120mm-Fans/dp/B0D49PNMBD/ref=zg_bs_g_430499031_d_sccl_17/525-2893768-2677554,2026-09-25 12:57:51.160734,No exact ASIN listing found in current Amazon marketplace scores,,,,,
cooler,18,B0DB84CQW6,"Thermal Grizzly PhaseSheet PTM 50x40 mm Phase-Change Thermal Pad CPU GPU | Phase-change thermal pad, PTM, CPU, GPU, consoles,",https://www.amazon.co.uk/Thermal-Grizzly-PhaseSheet-Performance-Non-Conductive/dp/B0DB84CQW6/ref=zg_bs_g_430499031_d_sccl_18/524-3698123-6031407,2026-09-25 11:38:26.332892,"Exact Amazon listing exists, but it has no durable CPK assignment",B0DB84CQW6,,,,"Thermal Grizzly PhaseSheet PTM 50x40 mm Phase-Change Thermal Pad CPU GPU | Phase-change thermal pad, PTM, CPU, GPU, consoles, strong contact, easy handling, non-conductive, paste alternative"
cooler,18,B0DB84CQW6,"Thermal Grizzly PhaseSheet PTM 50x40 mm Phase-Change Thermal Pad CPU GPU | Phase-change thermal pad, PTM, CPU, GPU, consoles,",https://www.amazon.co.uk/Thermal-Grizzly-PhaseSheet-Performance-Non-Conductive/dp/B0DB84CQW6/ref=zg_bs_g_430499031_d_sccl_18/525-2893768-2677554,2026-09-25 12:57:51.160735,"Exact Amazon listing exists, but it has no durable CPK assignment",B0DB84CQW6,,,,"Thermal Grizzly PhaseSheet PTM 50x40 mm Phase-Change Thermal Pad CPU GPU | Phase-change thermal pad, PTM, CPU, GPU, consoles, strong contact, easy handling, non-conductive, paste alternative"
cooler,19,B0DSTW6P8B,Thermal Grizzly Duronaut - 6 Gram - Enhanced Durability & High Performance Thermal Paste - for Maximum Thermal Conductivity W,https://www.amazon.co.uk/Thermal-Grizzly-Duronaut-Conductivity-Overclocking/dp/B0DSTW6P8B/ref=zg_bs_g_430499031_d_sccl_19/524-3698123-6031407,2026-09-25 11:38:26.332892,No exact ASIN listing found in current Amazon marketplace scores,,,,,
cooler,19,B0DSTW6P8B,Thermal Grizzly Duronaut - 6 Gram - Enhanced Durability & High Performance Thermal Paste - for Maximum Thermal Conductivity W,https://www.amazon.co.uk/Thermal-Grizzly-Duronaut-Conductivity-Overclocking/dp/B0DSTW6P8B/ref=zg_bs_g_430499031_d_sccl_19/525-2893768-2677554,2026-09-25 12:57:51.160736,No exact ASIN listing found in current Amazon marketplace scores,,,,,
cooler,20,B0D942JKJW,"Thermalright Phantom Spirit 120 SE BLACK CPU Air Cooler,7 Heat pipes CPU Cooler,Dual 120mm PWM Fans, AGHP 4.0 Technology,for",https://www.amazon.co.uk/Thermalright-Phantom-Spirit-120-BLACK/dp/B0D942JKJW/ref=zg_bs_g_430499031_d_sccl_20/524-3698123-6031407,2026-09-25 11:38:26.332893,No exact ASIN listing found in current Amazon marketplace scores,,,,,
cooler,20,B0D942JKJW,"Thermalright Phantom Spirit 120 SE BLACK CPU Air Cooler,7 Heat pipes CPU Cooler,Dual 120mm PWM Fans, AGHP 4.0 Technology,for",https://www.amazon.co.uk/Thermalright-Phantom-Spirit-120-BLACK/dp/B0D942JKJW/ref=zg_bs_g_430499031_d_sccl_20/525-2893768-2677554,2026-09-25 12:57:51.160737,No exact ASIN listing found in current Amazon marketplace scores,,,,,
cooler,21,B08QS42H64,"ionz IZP8 Ultra High Performance Thermal compound, Heatsink Paste For All CPU/GPU Coolers - 2g",https://www.amazon.co.uk/ionz-Performance-Thermal-compound-Heatsink/dp/B08QS42H64/ref=zg_bs_g_430499031_d_sccl_21/524-3698123-6031407,2026-09-25 11:38:26.332894,No exact ASIN listing found in current Amazon marketplace scores,,,,,
cooler,21,B08QS42H64,"ionz IZP8 Ultra High Performance Thermal compound, Heatsink Paste For All CPU/GPU Coolers - 2g",https://www.amazon.co.uk/ionz-Performance-Thermal-compound-Heatsink/dp/B08QS42H64/ref=zg_bs_g_430499031_d_sccl_21/525-2893768-2677554,2026-09-25 12:57:51.160738,No exact ASIN listing found in current Amazon marketplace scores,,,,,
cooler,24,B0CSJRTFX8,"VooGenzek 15 PCS Assorted Thickness 0.5/1/1.5 mm Silicone Thermal Pad with 6.0 W/mk Thermal Conductivity, Reusable Thermal Co",https://www.amazon.co.uk/VooGenzek-Assorted-Thickness-Conductivity-Conductive/dp/B0CSJRTFX8/ref=zg_bs_g_430499031_d_sccl_24/524-3698123-6031407,2026-09-25 11:38:26.332896,No exact ASIN listing found in current Amazon marketplace scores,,,,,
cooler,24,B0CSJRTFX8,"VooGenzek 15 PCS Assorted Thickness 0.5/1/1.5 mm Silicone Thermal Pad with 6.0 W/mk Thermal Conductivity, Reusable Thermal Co",https://www.amazon.co.uk/VooGenzek-Assorted-Thickness-Conductivity-Conductive/dp/B0CSJRTFX8/ref=zg_bs_g_430499031_d_sccl_24/525-2893768-2677554,2026-09-25 12:57:51.160742,No exact ASIN listing found in current Amazon marketplace scores,,,,,
cooler,25,B07BNDPKL5,SYY Thermal Paste 2g CPU Compound with Toolkit for CPU/GPU/All Coolers | Carbon Formula; Fast Heat Transfer; CPU/GPU Compatib,https://www.amazon.co.uk/SYY-Compound-Processor-Performance-Interface/dp/B07BNDPKL5/ref=zg_bs_g_430499031_d_sccl_25/524-3698123-6031407,2026-09-25 11:38:26.332897,No exact ASIN listing found in current Amazon marketplace scores,,,,,
cooler,25,B07BNDPKL5,SYY Thermal Paste 2g CPU Compound with Toolkit for CPU/GPU/All Coolers | Carbon Formula; Fast Heat Transfer; CPU/GPU Compatib,https://www.amazon.co.uk/SYY-Compound-Processor-Performance-Interface/dp/B07BNDPKL5/ref=zg_bs_g_430499031_d_sccl_25/525-2893768-2677554,2026-09-25 12:57:51.160743,No exact ASIN listing found in current Amazon marketplace scores,,,,,
cooler,26,B011F7W3LU,"Thermal Grizzly Kryonaut (1g) – Thermal Paste for CPU, GPU and consoles – Non-Conductive Thermal Compound with High Thermal C",https://www.amazon.co.uk/Thermal-Grizzly-Kryonaut-thermal-grease/dp/B011F7W3LU/ref=zg_bs_g_430499031_d_sccl_26/524-3698123-6031407,2026-09-25 11:38:26.332897,No exact ASIN listing found in current Amazon marketplace scores,,,,,
cooler,26,B011F7W3LU,"Thermal Grizzly Kryonaut (1g) – Thermal Paste for CPU, GPU and consoles – Non-Conductive Thermal Compound with High Thermal C",https://www.amazon.co.uk/Thermal-Grizzly-Kryonaut-thermal-grease/dp/B011F7W3LU/ref=zg_bs_g_430499031_d_sccl_26/525-2893768-2677554,2026-09-25 12:57:51.160744,No exact ASIN listing found in current Amazon marketplace scores,,,,,
cooler,27,B07NRG8KJK,MoneyQiu HY-510-25g Thermal Conductivity: >1.93W/m-k thermal heatsink paste grease Compound Carbon Based High Performance non,https://www.amazon.co.uk/HY-510-25g-Thermal-Paste-Heatsink-Conductivity-510-25g/dp/B07NRG8KJK/ref=zg_bs_g_430499031_d_sccl_27/524-3698123-6031407,2026-09-25 11:38:26.332898,No exact ASIN listing found in current Amazon marketplace scores,,,,,
cooler,27,B07NRG8KJK,MoneyQiu HY-510-25g Thermal Conductivity: >1.93W/m-k thermal heatsink paste grease Compound Carbon Based High Performance non,https://www.amazon.co.uk/HY-510-25g-Thermal-Paste-Heatsink-Conductivity-510-25g/dp/B07NRG8KJK/ref=zg_bs_g_430499031_d_sccl_27/525-2893768-2677554,2026-09-25 12:57:51.160745,No exact ASIN listing found in current Amazon marketplace scores,,,,,
cooler,28,B0GY469KT3,"Thermalright AT7 Thermal Paste 4.5g, 12.9W/mK CPU Thermal Compound | Smooth Easy-to-Spread, Non-Conductive, for CPU Cooler In",https://www.amazon.co.uk/Thermalright-Thermal-Paste-12-9W-Compound/dp/B0GY469KT3/ref=zg_bs_g_430499031_d_sccl_28/524-3698123-6031407,2026-09-25 11:38:26.332899,No exact ASIN listing found in current Amazon marketplace scores,,,,,
cooler,28,B0GY469KT3,"Thermalright AT7 Thermal Paste 4.5g, 12.9W/mK CPU Thermal Compound | Smooth Easy-to-Spread, Non-Conductive, for CPU Cooler In",https://www.amazon.co.uk/Thermalright-Thermal-Paste-12-9W-Compound/dp/B0GY469KT3/ref=zg_bs_g_430499031_d_sccl_28/525-2893768-2677554,2026-09-25 12:57:51.160746,No exact ASIN listing found in current Amazon marketplace scores,,,,,
cooler,29,B09MHT9ZQR,"JLJ Thermal Paste 3g Carbon Based Compound for CPU, GPU, IC and Heatsinks | Carbon Thermal Compound; Broad Compatibility; Eas",https://www.amazon.co.uk/JLJ-Compound-Processor-Performance-Interface/dp/B09MHT9ZQR/ref=zg_bs_g_430499031_d_sccl_29/524-3698123-6031407,2026-09-25 11:38:26.332899,No exact ASIN listing found in current Amazon marketplace scores,,,,,
cooler,29,B09MHT9ZQR,"JLJ Thermal Paste 3g Carbon Based Compound for CPU, GPU, IC and Heatsinks | Carbon Thermal Compound; Broad Compatibility; Eas",https://www.amazon.co.uk/JLJ-Compound-Processor-Performance-Interface/dp/B09MHT9ZQR/ref=zg_bs_g_430499031_d_sccl_29/525-2893768-2677554,2026-09-25 12:57:51.160747,No exact ASIN listing found in current Amazon marketplace scores,,,,,
cooler,30,B09VDKSMQL,"ARCTIC MX-6 (4 g, incl. 6 MX Cleaner) - Ultimate Performance Thermal Paste for CPU, consoles, graphics cards, laptops, very h",https://www.amazon.co.uk/ARCTIC-MX-6-incl-Cleaner-Performance/dp/B09VDKSMQL/ref=zg_bs_g_430499031_d_sccl_30/524-3698123-6031407,2026-09-25 11:38:26.332900,No exact ASIN listing found in current Amazon marketplace scores,,,,,
cooler,30,B09VDKSMQL,"ARCTIC MX-6 (4 g, incl. 6 MX Cleaner) - Ultimate Performance Thermal Paste for CPU, consoles, graphics cards, laptops, very h",https://www.amazon.co.uk/ARCTIC-MX-6-incl-Cleaner-Performance/dp/B09VDKSMQL/ref=zg_bs_g_430499031_d_sccl_30/525-2893768-2677554,2026-09-25 12:57:51.160749,No exact ASIN listing found in current Amazon marketplace scores,,,,,
cooler,31,B09XJVBPQ1,"Aairhut Thermal Pads 13W/mK, 85 x 45 x 1mm Silicone Cooling Heatsink Thermal Pad GPU Non Conductive Heat Resistance with Dual",https://www.amazon.co.uk/Aairhut-Silicone-Conductive-Resistance-Self-Adhesive/dp/B09XJVBPQ1/ref=zg_bs_g_430499031_d_sccl_31/524-3698123-6031407,2026-09-25 11:38:26.332901,No exact ASIN listing found in current Amazon marketplace scores,,,,,
cooler,31,B09XJVBPQ1,"Aairhut Thermal Pads 13W/mK, 85 x 45 x 1mm Silicone Cooling Heatsink Thermal Pad GPU Non Conductive Heat Resistance with Dual",https://www.amazon.co.uk/Aairhut-Silicone-Conductive-Resistance-Self-Adhesive/dp/B09XJVBPQ1/ref=zg_bs_g_430499031_d_sccl_31/525-2893768-2677554,2026-09-25 12:57:51.160750,No exact ASIN listing found in current Amazon marketplace scores,,,,,
cooler,32,B09V52NPBS,"ARCTIC TP-3: Premium Performance Thermal Pad, 100 x 100 x 1.5 mm, (stackable to 2.0 mm without performance loss), 1 Piece - H",https://www.amazon.co.uk/ARCTIC-TP-3-Performance-conduction-installation/dp/B09V52NPBS/ref=zg_bs_g_430499031_d_sccl_32/524-3698123-6031407,2026-09-25 11:38:26.332901,No exact ASIN listing found in current Amazon marketplace scores,,,,,
